X,Y
87.73161117824752,0
83.76813206,1
66.18664272422775,0
90.57659968722794,0
68.13133185702505,1
98.89046212005694,1
93.1471869,1
78.37997113026626,0
90.27705313490193,0
76.77774814,0
88.67474261935442,1
70.66919061,0
88.59916080799115,1
72.08466631281263,0
81.44280204690972,0
100,1
84.14996943183444,1
72.56580376552772,0
67.84566865628665,0
70.68688196,1
80.93456368,0
72.10278463437702,0
78.24993625784418,0
91.90849476238799,1
72.92399727603281,1
78.61305443361928,1
100,1
71.31843864,1
75.6418334,0
95.90191681569968,0
83.36312892900587,1
87.95719514645214,1
64.95450195,0
88.76216096952282,0
63.95356083473517,0
81.71036981925982,0
79.86171940459111,0
83.99498623421073,0
94.13741511273221,1
89.26277327098522,1
77.48378665464844,0
85.77900828563646,0
73.15524929964471,1
87.96914821,1
97.78879762003726,0
73.46306766907747,1
91.49354612278083,1
87.23696532247519,1
77.95618649,0
89.68126997504612,1
54.774570409063514,1
64.59103938,0
75.78637356993829,0
84.74613745044843,1
80.94209005022799,1
83.07856052727719,1
67.43830517222983,1
78.33199235150106,1
87.90867825138155,1
71.23204295482262,0
68.83591439428506,1
95.72227180912581,1
62.81112952702166,0
92.08186244,0
81.10400320791932,1
78.13901175843083,1
84.53097375404408,1
70.83844331933122,0
100,0
76.29198703047366,0
77.94393359757456,0
90.23491725121693,1
70.63264628277601,0
92.05251281188093,1
78.62478084422204,0
90.67899548991038,1
72.82725252,0
83.15607275534519,1
82.73651250603788,1
88.02838515685556,1
94.68660959314985,1
93.46609133406068,0
87.42223155,0
79.48194612035752,0
79.27258428573512,0
85.03737840800022,1
80.83279313571984,1
74.05128066512367,0
72.78352277113419,1
73.50246171570305,1
65.77185509018662,1
66.07659011750236,0
68.53254187700344,0
87.61547636362398,1
70.50119111024732,0
68.44459244682437,0
74.14590971115908,0
93.31427860633141,1
71.12231637062513,0
79.13545178199598,1
79.61520566030222,0
89.61635274060131,1
73.99969309992025,0
64.27526259374045,1
77.09681097,0
84.23602531190184,0
74.05688412,0
90.93329170751028,1
77.68038426333625,1
65.86452279861768,0
67.03978943,0
74.93080620346643,0
86.92891745502592,0
80.99946427379194,0
84.30326387648924,0
73.11422525896907,0
65.50944615091481,1
80.49344282,0
72.88768977537254,0
74.63258931877746,1
71.42208706139785,0
82.53003675,1
84.40077736915646,1
78.96603185884263,0
70.88090164452082,0
78.17577721260453,0
87.45808022439881,0
99.84638371619127,1
75.67374208444267,1
78.90805015528679,0
71.41878623857167,0
75.03542986816981,0
72.60806091900913,0
82.86289049275518,1
89.41831551046336,1
89.87714462888913,0
77.61419395,0
79.53189630206583,0
82.99817492756058,1
87.67541323050986,0
92.25149707728966,1
95.66241293695089,1
65.22884516254055,1
100,1
88.58670814,0
77.88584004244777,0
89.17496816081716,1
77.94061743816444,0
100,1
76.21709972741017,0
78.68451525585796,0
87.04813559743677,0
70.55100470595767,0
83.61856715760194,1
75.47474292820229,0
66.44601945854396,0
89.95812177118123,1
89.98904568331531,0
78.80883107300193,0
65.73575272497823,1
89.48086244502804,0
100,1
86.74525837,1
81.45289591,1
88.00861558655541,1
86.58193153141696,0
84.61357424118376,1
88.31577457017679,0
76.22450462050672,0
100,1
90.36910277710376,1
87.03357700558989,0
87.15165272499375,1
58.88722784684285,0
86.91458525410943,0
77.92549688656217,1
70.15517863301962,0
75.24675004296496,1
88.82741870359254,1
79.86899090281665,0
80.52686775880973,1
68.84757187853485,1
89.25498186310716,1
92.46965811921253,1
81.26217730587281,1
93.75467504829484,0
87.09841736994247,1
85.57831931,0
72.99116992817095,0
82.66600855100235,0
87.08090339458717,1
83.26804770946627,1
82.83299331030176,1
71.20816345710111,1
63.170551480817046,0
59.96268734,0
68.31752725231016,1
90.22618207,0
79.25640038,0
91.43186877992356,0
76.01397160972124,1
71.19164433615427,0
72.68175500298044,1
73.56170280292216,0
80.00545786913241,0
86.87451637,1
67.36053787,1
69.49634853459773,1
76.76104294478048,0
70.41974682733938,0
79.23539652,0
82.93863338746526,0
82.10192792599523,1
66.91096108325662,0
82.94760162013615,1
86.14586545191042,1
74.49173116339927,0
92.97330322716947,0
97.51053904416905,0
78.74031870801421,1
79.63460757932225,0
86.21170477,0
72.65322676982156,0
76.71066399771739,0
69.72430431552506,1
60.31019280640602,1
79.96526892,0
91.49729018961234,1
88.55155413769387,1
93.28897437238297,0
81.65147197,1
84.78338548918124,1
47.13319661067409,0
84.06940924889432,1
79.17576533,0
76.81609349086565,0
83.26218644863864,0
70.25763408,0
69.90529741544505,1
67.11114958015669,0
89.33397640186251,0
70.07564393185021,0
89.82056889,1
98.73509773459429,1
84.49343417074218,1
74.33918674872425,0
76.27993001238805,1
73.86273864867933,0
83.82918725,0
75.49762041407273,0
68.03220210477508,0
69.17900461533259,0
67.22091613683811,0
79.66658521076687,1
69.61328015,0
81.93492686395392,0
66.19862579165037,0
64.41470629945258,0
85.99234524016514,0
77.83968226999703,0
74.08743983894287,0
62.78108341880855,0
84.20024500236248,1
100,0
72.06655471643373,1
80.25398797867923,1
83.57217247225073,1
79.56741279022106,0
88.16140871346308,1
89.40698382,0
72.59728092,0
56.53147869125145,0
79.69098070625944,0
78.17981917390115,0
69.38748099,1
76.60519324293739,0
75.10597753376011,0
60.7033881,0
54.77926469686083,1
69.76761975668849,0
74.03902467,0
91.91332576188684,1
94.39384419877152,0
82.82425832,0
72.65533423912667,1
76.01964132,0
66.84423210362874,0
89.60489053544802,1
81.94567269828124,1
100,1
74.05828433211207,1
73.20085314794181,0
85.23079822080093,1
84.32811065583913,0
84.63319255630014,1
77.97435233012614,0
83.96084600749761,1
77.72262569589385,0
93.74408240190277,1
82.78651336440203,1
81.40559427454318,0
67.46788423,0
81.01029435818909,0
86.87885932,0
78.82884161,0
79.79630633581365,1
86.82108493740982,0
77.03786587597308,0
68.81924197875854,0
75.68886508834854,0
89.00604647588517,1
97.78896736,1
74.18511451084514,0
67.77754899,1
79.45933200351463,0
87.53517839403723,1
93.42966700173595,1
78.44222039067911,0
77.36874623424788,0
78.49054319723314,0
87.03222317703562,0
80.94091477910968,1
87.08974718946742,1
87.19555175,1
76.25075663833641,1
74.62686825262927,0
85.78672275280212,1
72.39604314364674,1
97.25925956075235,1
58.44735597569613,0
84.09696070964986,0
81.90272900094979,1
73.28552286,0
81.34611896268378,1
92.86611660690599,1
67.85768410251126,1
89.03753857914823,1
97.51603126456514,1
66.49583904492326,0
100,1
86.27432332492518,1
89.50886594338968,1
74.84139684825047,1
85.58026878779178,0
90.95955371,0
89.74424652688444,1
91.70722271295197,0
95.12999799698628,1
76.46980181346632,0
66.45307360792592,1
82.18222526628621,1
95.98002073860498,0
88.62525058164478,1
73.58226304708909,1
89.10786725134686,0
77.19896212387843,0
71.40911454925552,0
76.04519841,0
63.653208179462176,0
100,0
69.14190470945724,1
82.1415118,0
99.18992191190367,1
74.05550753520262,1
79.96583176051084,0
78.63341011905335,1
77.75798217575891,0
60.085686985284966,0
83.94655446550323,0
68.56265553052768,0
69.98455052303689,0
68.71333965,0
88.24471338155914,1
55.816343169144446,0
67.20480944305986,0
72.87618250125658,0
73.85313911,0
89.08388772,0
63.79049671704392,1
100,1
80.61976441846045,1
94.86414418110375,1
92.69093265552094,1
91.03350250688264,0
90.22537796487053,0
80.59281406849306,0
88.52636656827951,0
84.29764177,1
100,1
76.42040994622081,0
64.20192135983025,0
86.82524732161457,1
85.06622441569887,1
67.37284674757682,0
70.39748941117945,0
92.48959935589417,1
79.16473158,0
89.60562262314362,0
57.44450049908929,0
91.64605360500592,0
52.61579756224147,1
71.73587679315624,1
94.70956828914844,0
74.72117625,1
68.36888129046322,0
83.09512540618223,1
75.66060475562232,1
95.48145216371374,0
94.51133150322724,1
95.11831244,1
78.78591815168838,0
66.96142032,1
77.92644758430009,0
65.11243376143003,1
66.85503127842327,0
74.73364351392158,1
79.52155907939216,1
75.57678311079233,0
60.60080460606029,0
68.11186439329283,0
70.92983595258845,1
89.45436541759463,0
75.38424898765432,0
86.43149426,0
68.99900363463638,1
68.19285829727528,1
71.09945044677006,0
75.92009711054402,1
80.30374045627872,1
67.58554368647256,0
60.329555369264234,0
87.64492184030651,1
77.24007389041735,1
75.56821150981176,0
65.05626052109201,1
63.09726626498998,0
82.26427057,0
72.33781249739982,0
79.30247718,1
83.07209866043999,0
86.3371607,0
83.66171711530225,0
96.09036674200793,1
85.22608838797126,0
78.13196308693578,0
86.36962942113493,1
74.60520581604452,1
75.77019059489227,0
68.60153984,1
90.34362729628842,0
63.56677726568799,0
88.94021157546469,1
79.99257130767755,0
85.37818308620126,1
75.25614297972386,0
98.86275470631819,1
63.760113300995044,0
86.35483949895585,1
87.54321098835707,1
77.63600279755204,1
77.67962081366771,0
74.71429216913532,0
83.54443479,1
69.38710684,1
72.78844462675232,1
96.84897065794505,0
62.82525006997666,1
74.46343003861755,0
70.28193765271757,1
75.43945691365066,0
90.80980779782028,1
79.05533209480878,0
63.15009372894066,1
87.88846326736943,0
65.27266380613763,1
99.77132726040463,1
95.35062066298428,1
73.83004174721232,1
81.80480105166991,0
