Z,W,X,Y
1,-0.444230714,1.303860710045825,1.7773804199822847
0,0.4660925834428486,0.2015689793542556,0.8232168726948318
0,0.003174673,-2.393650866,-4.174378556
0,-0.822589583,2.833263042392339,3.969943077929252
1,-1.17757956,1.8373072457330317,2.6894384577706933
0,-1.661081139,0.879847992,-1.862504136
0,-0.41894855,-0.204601694,-1.038216553
0,-1.052491022,-0.883583854,-3.212112772
0,-2.638221642,-0.087897562,-3.273382624
1,0.22202825673476692,-0.044898405,0.9356798720167571
1,0.23972579824396037,0.088890867,-0.00434663
1,-1.141388653,-1.724286656,-2.475752739
1,2.618520105548521,0.5860771654295132,4.539242838602983
0,-1.47280965,-0.230334482,-1.667255278
0,0.5293914677284312,-1.174080109,-2.24810426
0,1.490352661492674,-1.60430542,-2.394030925
0,-0.96928049,-0.909070028,-1.129516864
1,0.045253649,1.100925921299167,-0.006246073
1,-0.782560068,0.6069338548638827,2.610196412952676
1,1.7568044683480133,-0.524611483,2.4003982897819007
0,-1.331980578,-2.83197146,-5.41184667
1,0.5455139042979966,2.1026489901139542,4.229686760392317
1,0.03190974,2.402846012740984,2.9018730518935203
1,0.7141070117648657,1.070722696331798,2.4056402426860686
0,1.2774440421435314,-1.50658874,-0.844001525
1,-0.057239227,-0.001437653,2.1386015654012884
0,-0.937055365,0.7208714928231905,-2.124450417
1,0.038180750184047756,0.9941445001229114,1.203685391591942
0,0.1736964981779877,-0.675146226,-0.288077669
1,0.43359387354473056,1.4086811088511124,3.319587644387453
0,-0.070868299,-0.927810982,-3.846451568
1,0.6117214096387429,0.5077012011809924,2.578410569523109
0,0.090084897,0.2348765631875854,0.44522934970561157
0,0.058045308,-1.021265142,-2.676613711
0,1.0745705591796366,-1.115383598,0.9858376557766493
0,-1.310914966,-1.549407107,-0.29857873
1,-0.705674912,2.569506354129739,3.076086258802525
1,0.12810710280813156,-0.817364212,-1.633911536
1,-0.422499696,2.2224936241775093,3.242236087514213
0,-0.755218513,0.5015877849496104,-0.375793811
0,2.1559976073302014,-1.419257294,-0.752711185
0,0.3695193804131573,-0.111147459,-1.390248488
1,-0.090345587,0.6462906899111991,1.0488715596338987
1,1.221493830740662,0.5496729325848193,1.1547828883367666
1,-0.872460133,0.5248416094973487,-2.150677258
0,-0.803594515,0.36893427221774505,-1.731335866
0,1.3533983772825218,0.8790906417968198,2.421644793028486
0,-1.224591764,-0.705722207,-1.095127449
1,-2.182236464,1.0297717913928248,-1.10988162
0,-1.421650856,0.12750491304675957,-0.72838796
1,0.15565447838293608,1.1401371509282079,1.3418445074210061
0,-1.916070677,-0.775906823,-1.375065078
1,0.023688232,1.2107308541681374,1.8914645819829816
1,0.10809834773448135,0.5619406561806312,1.2390943875685467
0,-0.295301298,-1.26140644,-2.025129803
0,0.13715465121298312,-0.302788139,-0.790681159
1,0.9340819718854972,0.085201149,-0.283681371
0,-0.188604116,1.703486866389547,2.953391087772467
0,0.017964268,-0.226291727,-0.666380886
0,-0.339300689,1.122676883611621,1.5796453020336485
1,0.38868273550719395,2.0189791455871955,3.074251473685496
1,0.10314741817030643,0.5414805918733689,0.2008932708262906
0,0.8287826528925432,0.8341270572675772,2.777949257727723
1,0.5341552283953602,-1.711504287,-0.63108359
0,-0.070634325,1.0728156190841236,2.213406592601469
0,-0.280349676,-0.403672887,-0.00230485
0,-0.176605432,0.6877513230289006,-1.313642946
0,-1.0277629,2.0936947671091657,0.411808523
1,1.5410898491507414,1.4394254215333315,2.949602795
0,-0.732231722,-1.564592781,-3.34327522
0,-1.359347906,0.7818895038293721,1.2214817673948668
0,-1.104040615,-0.161085391,-1.590616258
0,0.007482063,0.2655130950202942,-0.897468396
1,-1.940394512,2.066335935,1.5963825909612384
1,-0.779080925,3.6029472131891684,2.177661926314139
1,-0.728389127,1.0655135806233207,0.7104894211032488
0,0.13794218296920793,-0.601870172,-1.703515599
1,-0.517817413,1.2249106033920114,0.26930590016475797
1,-0.422856744,0.45525777648062815,1.6243811001682027
0,-0.076102478,-0.863650039,-1.298892916
0,-1.059609018,0.13438348051299628,-1.554110982
1,2.827162417464321,1.2323512790317315,4.663265205729591
0,0.17079440286876543,0.46912249308385057,0.2815531726397097
0,-1.823373606,1.3126634351809823,0.3500963264022673
0,-0.09380889,1.6044959655874163,2.0724859691201107
1,0.9237809088824046,1.2620374088461175,3.1090361814621366
0,0.3204734339666692,0.019132764594521103,0.8061736742697772
1,-0.630152622,1.328902108651689,1.5697106134937076
0,-1.794078627,-1.009787223,-2.650907071
1,0.6325903424280849,1.0322666403288252,1.924725139569468
0,-0.49618144,-0.933555104,-2.864445528
1,0.20059961355898048,0.9084113507771368,1.6538615292147751
1,-0.858226169,1.3047450069256714,2.445650458673681
1,0.092017763,0.19536305012091315,0.19974944336128492
1,0.23892697882133068,1.6488488953063398,3.775780187266382
1,-0.182810451,-0.675862731,-1.530111087
0,0.5964650020842175,0.21434049924429477,-0.258433875
1,-1.465543182,1.8294629927508113,-0.511710323
0,-0.149017942,-0.489891297,-2.905296021
0,0.6975239916387678,0.064689244,0.667059421
0,-0.626520817,-0.387166688,-1.585071206
1,-1.011893585,1.450479791711824,0.1407850398969832
0,-1.409205191,-1.420139613,-2.681669742
0,-0.994264619,-0.140861061,-1.516947857
1,-0.95913927,1.2833592847255175,1.0688489639855658
1,0.8151857238723665,0.9132371179153687,3.468545929203036
0,1.9360469465057755,-1.290540768,1.2782341044537746
0,1.0644490866304406,-1.045279766,-0.159327561
1,0.46055512798800496,0.9276947659848902,3.1788978959515624
1,1.2153939739285495,0.9934671080047079,2.3492679955744276
1,0.5524468311665252,1.3516144051604768,2.9203405362584545
0,0.4179030653135459,-1.065169323,-2.209779682
0,-1.117264112,0.8066911500958645,0.17156127024253115
0,-0.0420117,1.062431540997783,1.0818325567466498
0,-0.75859939,-0.487985168,0.21079847935413865
0,-0.666972452,-0.917605545,-2.70783711
0,0.7914094961506442,0.785596008,3.142005328420628
1,-0.577064319,2.156569268340067,2.770025135387327
1,-0.078324934,0.32737464636469615,-0.347438293
1,0.092607681,1.4183309250152012,2.1544761805347985
1,-1.776161565,1.1052948913344756,0.49727764700063604
1,-0.576986816,-0.192536049,-1.96406169
0,0.6507497772344436,0.9091920971082865,3.7330478371903904
1,-0.225495107,0.7641880747005655,-0.987102982
0,0.15513615986646742,-0.684419683,-1.422356663
1,-0.116601878,1.9550079191128478,2.0877946258792353
1,-1.114989379,0.734121936,-1.061984732
1,0.891145116,-0.332586469,2.057793004
0,-0.533714357,-0.657484635,-0.454558501
0,-0.927948363,-0.446157829,0.5206720386517558
0,-0.568562073,-0.31067161,-0.70670974
1,-0.609928232,0.5190260508435152,1.4633499373324403
0,-1.532269325,1.3206320612253588,0.6405758344190021
0,-0.437240328,-0.471907436,-2.504228859
0,-2.122060916,-0.601310952,-3.32925729
0,1.0865141508816354,1.0903558493421641,3.3941933076217468
1,2.0547038760411405,1.6557278835397478,4.677188464660925
0,1.496915811202962,-0.674187398,1.814065731183165
0,1.5968617833058372,0.2578128174183881,-0.048625811
0,0.7220391147413778,1.4339712722815672,1.2542797079905037
1,2.097856456091429,2.335286655418678,4.2128294342076575
0,0.18408537560990748,-0.786399763,0.6897187151681876
1,0.6212287257458193,0.1860468420625181,0.3715052973026216
1,0.7868644338908383,0.15136922114340867,1.1033756929850838
1,0.20880553484433265,0.8932549752427341,2.292743085
1,-0.636343051,0.7010243540306755,0.9518680103871406
0,-0.597326171,1.1373282910461204,0.592130702
1,-0.061380622,2.7221481059208896,4.834572926952108
1,-0.141107507,0.075133857,1.3536586524462033
1,-0.098268452,-1.767484011,-5.859189697
0,1.241990529070028,0.075409119,1.3529815670604524
1,-1.494270064,0.863976142,-0.287873568
1,1.1053042099340804,1.151808955514033,2.8007170137798467
1,0.8855244193064298,1.2378032401873176,-0.1511915
1,-0.44731717,1.0888948415136364,0.9080784080393267
1,-0.539665799,1.8065569209269032,1.557077973249121
1,-1.237710234,1.2303832906026841,1.0359232622102703
0,3.3975408269461065,-1.113033474,2.033574849947269
0,-0.389686454,-1.50940308,-2.224387071
1,0.3973261597049521,0.8847229975379186,2.029599401253183
1,-1.259266902,1.3743699039476693,1.2723662761381986
0,-0.331854826,0.7373935317046507,1.3318746423151069
1,-0.434907883,-1.009253061,-0.985384816
0,-0.70905397,0.8730596155230441,2.1326622486030344
1,-0.176040975,0.18666012459971348,-0.234184882
1,1.6316218601134562,3.519800858119855,7.432026758768886
0,0.16533806602831533,1.2377184814832065,2.906189020956216
1,0.22673469499201127,1.2003464846917686,2.126739358699685
1,0.7409567388681213,2.0336929748108523,3.4730811231372183
1,-0.102272206,0.015224262846493697,-0.084349725
0,-1.024846087,-0.137317147,0.5225121898531879
1,-0.31022938,2.1519745259253744,3.1483445398386043
1,-0.862315092,1.239649774813146,2.003547779329426
0,-1.779777764,1.7228360204958324,-0.888325101
1,-1.802000075,-0.420668865,-1.981121083
1,1.7557302623337068,0.46348215555393424,1.9169543026775129
1,-0.641822854,-0.415634974,-2.6770517
0,-0.404796617,0.9226531476715485,2.0087383922514483
1,-0.108499097,0.6737229734780659,0.096351774
1,-0.22487252,0.2262145073846572,-0.060660129
1,-0.669292404,1.6342805274829533,0.8173108709134346
1,0.4398713435348947,-0.739665788,-1.385077838
1,-0.148378033,0.5846004998030414,-0.305416968
1,-0.507906029,0.6956261249786253,-0.600402821
0,-1.758296991,-1.287584255,-3.320755507
0,0.2027837797835451,0.1767849532161307,2.355509417572298
1,0.24504575574996634,0.883668551,3.6941514950715675
1,0.5034090681266369,1.1164199769986545,2.5894079212006327
1,0.2800717921264484,-0.354963952,-0.51804892
0,0.6999629623548521,1.9618332780354228,2.5485759040345037
0,-1.340140626,0.3166823654722156,-1.128024642
1,0.6550701478808632,0.8467061424189766,2.5434671266091398
0,-1.630968141,2.2696770888206537,2.2172992277026435
0,0.47122260619638073,-1.01304589,-0.901335443
1,-1.220763533,0.4947043175071487,-2.264312512
1,-1.262110739,1.1132471973917912,1.905786765167714
1,1.7750443552996298,2.566521284523519,4.109693628289353
1,-0.770541645,-0.834290803,-1.767134159
1,0.8518954537837252,-0.362851136,-1.656316752
0,-1.225763437,-0.858695217,-2.232669058
1,-1.178044783,2.0276069262290446,1.3051613036089988
1,2.2373375100809705,0.7937302578708338,2.1843888946326597
1,0.3452216349026327,0.6295318874636906,1.8812773100250608
1,0.9003352804446875,1.5266774556104798,4.285715825597656
1,1.3903142940770952,0.7092425577747472,2.5805256343818086
1,1.098648895305934,1.1257828204295948,2.6153823347548757
1,-0.505643444,-0.449262041,-1.304551453
0,-2.051472577,0.5954928991327825,-2.057478552
1,0.5230211508236534,2.3583774213192132,3.842272455828092
0,0.25029246875238365,-0.666491096,-1.032979895
0,0.9853589900340428,-1.155417335,-0.252423776
0,1.399528832720297,-0.468747441,0.6472343564421881
0,0.8865921435775972,-0.697117805,-0.619447569
1,-0.17342838,-0.748218652,-3.264331901
0,-0.821324152,-0.779117862,-1.769826429
1,0.23246415114718674,1.1806552287710566,0.8373563244379922
0,0.22018257389538537,0.40059917362688724,-0.437012913
0,-0.150932443,3.6615196688319456,4.900640097
1,-0.973560675,0.5676769701400842,-1.262574773
1,-0.452274365,0.9113580398878233,1.9421708090162506
1,1.765528454537841,0.7210279967027917,3.5543312226851724
0,0.4686515365915331,-0.385498127,-1.059265661
0,-1.046431125,1.1619159492229587,-0.349602435
1,-1.062220997,-0.62141137,-2.068298983
1,-0.253519843,0.5832571864877873,1.2316974820997604
0,1.0380860019313478,-0.289203597,0.6193672
1,0.088461693,0.9238460846097544,2.1266631208835802
1,0.4301120071472887,0.8083811577486562,2.440705986555131
0,0.039714413,0.1328406404454881,1.1888790037811163
1,-1.257904928,0.5422021600143581,0.5392001543014818
0,-0.756246022,-1.42453752,-3.336234825
0,0.075645067,-0.416122101,-0.344833906
1,-1.117621605,1.9435278044407185,1.286262009719715
1,0.093476411,1.5560503246410118,2.564351018651908
0,1.278083760779527,0.3958313090797099,1.7293500144279224
0,-0.829506057,-0.79386348,-1.68012741
1,-0.869242265,1.8492759616060401,1.0853185234026166
1,-0.48922488,1.1891756911426765,2.7678585579167994
1,0.698051213,1.642871840545474,2.9280980607845395
0,-0.213594239,1.6818788173819916,3.017314465
0,-0.152037728,0.982890537,1.439308206772055
1,0.5937166858672029,1.6279516596950248,3.6530968571218674
1,-0.525362165,1.582726647427116,1.928369481888911
1,-0.435471994,0.4655088289949061,0.46394371887704433
0,0.6629921951695523,-0.4722641,-1.232288145
1,-1.028117018,1.0178100949675806,0.949855675
1,-1.085085546,-0.076981678,-2.402643803
1,-0.204710817,1.018789496926025,0.5710735029686975
1,0.1667753255016487,1.4978354533026341,4.036586821327681
0,0.15864075939978614,1.0110157602055696,-0.510047786
1,-1.062441404,1.2888533991883475,1.0445187590286817
0,1.3862376601318878,0.3710808930937958,1.3755323477323098
1,1.4733413973238232,1.8689530021011795,3.9945439367693454
1,1.1427404070865246,1.4111674014816713,2.545510483456745
0,-0.569071267,-1.134607456,-2.287245363
0,-1.432061974,-0.580899777,-2.701639362
1,-1.352168226,1.1648088572091646,-1.313589962
1,-0.233346026,1.1907233824194043,2.6340059167946093
1,-0.330089239,-0.497322912,-1.516841916
1,-0.724638405,-0.763621209,-2.037036064
1,-1.056342215,1.3762854400529931,2.285552245636717
1,-1.950405382,1.032250155912868,0.29297940261618916
0,-1.496338721,0.5792411363942757,-0.647743716
1,-0.602857776,1.0089700771299002,1.1402128606068374
0,0.065892383,-0.58535151,-2.042334143
0,0.5175177716094556,1.2122468683942504,0.7509104139782203
1,-0.084491926,0.2770388946786422,2.0626846534958334
1,1.1216288518567703,-0.109550353,1.4681369194967175
0,-1.171199395,-0.130845001,-0.780445912
0,-0.73149427,0.3598886898505139,-0.020323618
1,2.2880340051548207,0.7217452311369121,2.994048527619176
0,1.328437728209191,-1.237392624,0.14820154
1,1.0959821736945006,-0.371200126,0.7545472787649087
1,0.4731776846567638,0.087586273,3.123677221417225
1,0.2695036054872764,0.6865612344094605,-0.811107946
1,-1.72546239,-0.888793842,-3.186460346
0,-0.634013683,-1.42067325,-3.109408427
0,-1.051952602,-1.147497908,-3.462386997
0,-0.533853689,-1.528641309,-0.418918691
0,-0.066386531,-0.788912411,-2.084143757
0,-1.821927607,-1.0150934,-4.075118906
0,-0.388658472,-0.583840358,-2.207046655
1,2.0554541405662636,0.34387721609261857,0.8028971848624802
0,0.20197031802141654,0.310933156,0.9857771061630742
0,-0.44960427,-1.481094745,-1.687424324
1,-0.139778754,1.4069482705675407,2.815530535397164
1,-1.479309818,1.1098700322333084,-0.856800783
1,-1.065065314,1.1511324482163479,0.15245143905321656
1,0.8685652723847554,-0.425937503,1.697218645936322
1,0.6692270031588099,-0.040461716,-0.302462286
1,-1.512608904,1.7518314151254222,2.1401251133291144
1,-0.355364393,-0.29535842,-1.059598595
0,-1.656517284,-0.597401353,-3.456346575
0,-0.312843015,-0.159143707,-2.008247095
0,0.4887852326471621,0.24328875186183932,1.3659102394566198
1,-2.692529622,2.1628555814954824,0.3428541868684647
1,-1.434302576,0.2565919629493518,-1.271975557
1,0.8074928806028714,1.107377900697765,1.4781675036340776
0,0.8820244483536998,1.8978154206348445,3.933920087267002
1,-0.777679052,1.1397109425094665,1.8782736835832665
0,-0.595488835,0.026735345264847672,0.032838083
1,-1.012711823,1.6132793688429299,-0.140496264
0,0.1919750804087352,0.2645813621680536,0.5721906602146327
1,-2.951943543,1.543478329293967,-1.067081276
1,0.31326447315724015,2.462064970563747,3.612137734285838
1,0.2694386109810542,1.907218471,2.0996556210262467
1,-0.618199966,0.906272829,1.9798574470808117
1,0.42017449002966634,0.4341987800856547,2.1070590043920485
0,-1.524147582,0.7160890346088393,-0.863786275
1,1.8046294647932044,1.732597118978066,3.134117244575553
1,-0.759094772,1.2202979977969046,2.436604311464233
0,-1.139172891,0.8032657731062071,-0.29770851
1,-1.009575089,1.031575989243579,0.097432919
0,0.8419583185017276,0.095141404,1.8733692157578639
0,-2.201658815,-0.491636747,-2.473304998
1,0.40130572850587626,2.752013207243837,4.690836212857209
0,-0.577096956,-0.220825313,-1.3597329
1,0.9209196770921263,1.4567636219973605,3.4937237100169183
0,-0.805004056,0.6771560790994313,0.6311857355770178
1,0.263261472,3.3187363387395843,4.689269626303483
1,-1.807041824,2.012962430157646,1.4487230700162124
1,-1.356346909,0.628497572,0.7008941705708129
0,0.021369563714210355,1.7331833806333288,1.7197958569404315
0,0.3848354848222689,1.518382115817691,2.5104777199565866
0,-1.599200412,-1.549894465,-5.423202252
1,-1.111666359,-0.499571436,-4.745011689
1,0.15402732288919715,0.5323444287661178,1.7229286081175736
0,-1.183344093,-0.495489438,-1.754918227
0,-1.854117528,1.1173188243195156,0.8105421152727454
1,-0.287571487,0.2886622167659366,0.8469716615423157
0,-0.645883135,0.4259228197780356,0.24438253705855245
0,0.072414626,1.6814697498574964,3.3818540849714567
1,1.4427362499527585,1.7767889074239478,3.447903476582235
0,-1.182749106,-0.756036206,-1.064478437
1,-1.37064441,1.0082492915401995,0.1699657145877795
1,0.4880215398250362,1.3721910174769063,3.1085595711727487
1,-1.462370295,0.092449985,-1.041434056
1,1.6301273211734861,0.6561431908769944,2.545461623498936
0,-1.109866401,0.5284070571852403,0.07120973
1,-0.572025655,1.357735458851064,1.8243730709221881
0,-1.328518084,1.708408376122691,3.3628459986925803
1,-0.93833646,3.967664496661612,5.483904658
0,1.7842648217813164,-0.346825958,0.39924678415646986
0,-1.493389398,-2.025957356,-3.380475023
0,-0.286537757,2.141954957891547,3.3491875482015563
0,0.28119014845438006,-0.577711337,-0.207125528
1,-0.674116473,0.044996337,-0.603737225
1,0.7869436377969702,0.014628191582615635,2.7433385484840485
0,-0.232011076,1.1739726301205033,0.6943560225658238
0,1.0848238524597404,0.17943948524252512,0.9959973214426454
0,0.25668494709669926,-2.106121531,-3.60884533
1,0.8113060005935767,0.5990093937923863,2.114568329776019
1,0.2262787055104466,0.9979962804955038,1.480728903282741
1,0.42051616658297253,2.058223189651537,3.270372187512617
1,-1.20725392,0.29006111130062473,-1.188127716
1,0.9200985910408885,-0.248370983,0.2649810112241164
0,-0.565237841,-0.233414212,-2.527351188
1,1.3192421287932434,0.478425325,0.3693498570887985
0,-1.581161751,0.4559700792774951,0.24036442107207012
1,-0.624660237,0.5866217525687552,-0.402932847
0,-0.648522761,-0.688765929,-2.693298263
1,-0.444335643,1.8816305453751516,1.997429448
0,-1.166859806,-0.116450257,-1.32516877
1,1.5923225468972697,0.6883968240836738,2.483299365133687
0,0.5291798453602399,-0.15151055,-0.661006225
0,0.14965398765329482,-0.518096079,-1.553227218
0,-1.123455264,0.3853579018195664,-0.616275697
1,-0.128599293,1.8135743788882763,1.5637745887457912
0,0.3135873486592702,-1.65199433,-3.04225025
0,-0.700314552,0.6309720660798005,-1.173236009
0,0.2036276849806028,0.44296217588804704,0.1338241197724339
